price,size,floor,municipality,hasLift,distancia_centro,propertyType_chalet,propertyType_countryHouse,propertyType_duplex,propertyType_flat,propertyType_penthouse,propertyType_studio,rooms_1 habitacion,rooms_2 habitaciones,rooms_3 habitaciones,rooms_4 habitaciones,rooms_sin habitaciones,bathrooms_1 aseo,bathrooms_2 aseos,bathrooms_3 aseos
750.0,25.0,703.7402433642305,702.071794642295,702.2528716519531,691.7646583980136,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
750.0,40.0,691.2647211648809,702.071794642295,687.6335443592284,701.4051977467118,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
650.0,62.0,691.2647211648809,702.071794642295,687.6335443592284,711.754484024096,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
750.0,30.0,703.7402433642305,702.071794642295,687.6335443592284,691.7646583980136,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
750.0,39.0,703.7402433642305,702.071794642295,687.6335443592284,701.4051977467118,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
700.0,62.0,703.7402433642305,702.071794642295,687.6335443592284,711.754484024096,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
747.0,96.0,691.2647211648809,677.8219843307708,702.2528716519531,699.7260708370707,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
640.0,35.0,691.2647211648809,702.071794642295,702.2528716519531,711.754484024096,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
750.0,30.0,691.2647211648809,702.071794642295,702.2528716519531,701.4051977467118,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
750.0,70.0,703.7402433642305,677.8219843307708,702.2528716519531,699.7260708370707,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
625.0,52.0,703.7402433642305,702.071794642295,687.6335443592284,647.0468676735898,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
700.0,40.0,703.7402433642305,702.071794642295,702.2528716519531,701.4051977467118,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
750.0,40.0,691.2647211648809,702.071794642295,702.2528716519531,701.4051977467118,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
650.0,35.0,703.7402433642305,702.071794642295,702.2528716519531,701.4051977467118,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
720.0,70.0,703.7402433642305,677.8219843307708,687.6335443592284,699.7260708370707,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
699.0,52.0,703.7402433642305,702.071794642295,702.2528716519531,711.754484024096,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
750.0,65.0,670.416612627114,677.8219843307708,702.2528716519531,703.3002043945388,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
695.0,65.0,670.416612627114,677.8219843307708,702.2528716519531,703.3002043945388,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
750.0,78.0,670.416612627114,677.8219843307708,702.2528716519531,703.3002043945388,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
620.0,60.0,670.416612627114,702.071794642295,687.6335443592284,711.754484024096,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
500.0,28.0,691.2647211648809,702.071794642295,687.6335443592284,691.7646583980136,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
550.0,38.0,670.416612627114,677.8219843307708,687.6335443592284,703.3002043945388,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
750.0,46.0,703.7402433642305,702.071794642295,702.2528716519531,701.4051977467118,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
680.0,55.0,691.2647211648809,702.071794642295,687.6335443592284,711.754484024096,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
700.0,50.0,670.416612627114,677.8219843307708,673.705516292519,679.0532272107217,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
750.0,35.0,670.416612627114,702.071794642295,673.705516292519,701.4051977467118,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
750.0,66.0,691.2647211648809,677.8219843307708,702.2528716519531,703.3002043945388,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
650.0,65.0,691.2647211648809,677.8219843307708,702.2528716519531,699.7260708370707,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
720.0,133.0,691.2647211648809,677.8219843307708,702.2528716519531,703.3002043945388,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
600.0,50.0,670.416612627114,677.8219843307708,702.2528716519531,699.7260708370707,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
650.0,61.0,703.7402433642305,677.8219843307708,702.2528716519531,679.0532272107217,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
650.0,65.0,703.7402433642305,677.8219843307708,687.6335443592284,703.3002043945388,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
700.0,45.0,703.7402433642305,702.071794642295,687.6335443592284,703.3002043945388,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
625.0,62.0,691.2647211648809,677.8219843307708,687.6335443592284,703.3002043945388,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
595.0,45.0,691.2647211648809,702.071794642295,687.6335443592284,701.4051977467118,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
650.0,55.0,703.7402433642305,702.071794642295,702.2528716519531,703.3002043945388,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
725.0,50.0,703.7402433642305,702.071794642295,702.2528716519531,711.754484024096,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
750.0,95.0,703.7402433642305,677.8219843307708,702.2528716519531,699.7260708370707,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
700.0,30.0,691.2647211648809,702.071794642295,702.2528716519531,703.3002043945388,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
700.0,27.0,703.7402433642305,702.071794642295,687.6335443592284,701.4051977467118,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
650.0,59.0,691.2647211648809,677.8219843307708,702.2528716519531,679.0532272107217,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
550.0,40.0,703.7402433642305,702.071794642295,702.2528716519531,703.3002043945388,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
650.0,55.0,703.7402433642305,702.071794642295,702.2528716519531,703.3002043945388,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
750.0,65.0,670.416612627114,702.071794642295,702.2528716519531,711.754484024096,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
725.0,70.0,670.416612627114,702.071794642295,702.2528716519531,701.4051977467118,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
700.0,80.0,691.2647211648809,677.8219843307708,687.6335443592284,699.7260708370707,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
650.0,40.0,691.2647211648809,702.071794642295,702.2528716519531,703.3002043945388,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
695.0,90.0,670.416612627114,702.071794642295,687.6335443592284,711.754484024096,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
750.0,55.0,670.416612627114,702.071794642295,687.6335443592284,711.754484024096,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
650.0,65.0,670.416612627114,702.071794642295,702.2528716519531,711.754484024096,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
666.0,70.0,691.2647211648809,702.071794642295,702.2528716519531,699.7260708370707,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
750.0,78.0,670.416612627114,677.8219843307708,702.2528716519531,699.7260708370707,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
630.0,74.0,670.416612627114,677.8219843307708,702.2528716519531,679.0532272107217,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
635.0,55.0,703.7402433642305,677.8219843307708,702.2528716519531,703.3002043945388,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
725.0,69.0,691.2647211648809,677.8219843307708,702.2528716519531,679.0532272107217,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
750.0,35.0,691.2647211648809,702.071794642295,687.6335443592284,691.7646583980136,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
690.0,65.0,703.7402433642305,702.071794642295,687.6335443592284,701.4051977467118,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
700.0,30.0,703.7402433642305,702.071794642295,702.2528716519531,701.4051977467118,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
730.0,64.0,691.2647211648809,688.4800744480785,687.6335443592284,699.7260708370707,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
750.0,51.0,691.2647211648809,702.071794642295,702.2528716519531,701.4051977467118,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
750.0,48.0,703.7402433642305,701.8404877613661,702.2528716519531,699.7260708370707,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
690.0,35.0,670.416612627114,702.071794642295,687.6335443592284,701.4051977467118,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
750.0,74.0,703.7402433642305,677.8219843307708,702.2528716519531,703.3002043945388,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
700.0,35.0,691.2647211648809,702.071794642295,687.6335443592284,691.7646583980136,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
720.0,42.0,703.7402433642305,702.071794642295,702.2528716519531,711.754484024096,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
595.0,55.0,691.2647211648809,677.8219843307708,687.6335443592284,699.7260708370707,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
700.0,45.0,691.2647211648809,702.071794642295,687.6335443592284,701.4051977467118,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
500.0,45.0,670.416612627114,702.071794642295,687.6335443592284,679.0532272107217,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
700.0,75.0,691.2647211648809,677.8219843307708,687.6335443592284,647.0468676735898,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
675.0,87.0,703.7402433642305,702.071794642295,687.6335443592284,647.0468676735898,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
650.0,45.0,691.2647211648809,677.8219843307708,687.6335443592284,679.0532272107217,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
750.0,55.0,703.7402433642305,702.071794642295,702.2528716519531,691.7646583980136,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
720.0,45.0,703.7402433642305,701.8404877613661,702.2528716519531,703.3002043945388,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
624.0,45.0,670.416612627114,677.8219843307708,702.2528716519531,699.7260708370707,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
633.0,45.0,670.416612627114,677.8219843307708,702.2528716519531,699.7260708370707,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
640.0,33.0,703.7402433642305,702.071794642295,702.2528716519531,703.3002043945388,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
645.0,84.0,703.7402433642305,677.8219843307708,702.2528716519531,647.0468676735898,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
750.0,46.0,703.7402433642305,702.071794642295,687.6335443592284,701.4051977467118,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
735.0,35.0,691.2647211648809,702.071794642295,702.2528716519531,703.3002043945388,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
